,Kingdom,Phylum,Class,Order,Family,Genus
ASV_V3V401498,Bacteria,Chloroflexi,Anaerolineae,SBR1031,,
ASV_V3V401499,Bacteria,Cyanobacteria,Oxyphotobacteria,Synechococcales,Cyanobiaceae,Cyanobium_PCC-6307
ASV_V3V401500,Bacteria,Proteobacteria,Gammaproteobacteria,,,
ASV_V3V401501,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Lentimicrobiaceae,
ASV_V3V401503,Bacteria,Cyanobacteria,Oxyphotobacteria,Nostocales,Microcystaceae,
ASV_V3V401505,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,
ASV_V3V401506,Bacteria,Planctomycetes,Brocadiae,Brocadiales,Brocadiaceae,Candidatus_Kuenenia
ASV_V3V401507,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,
ASV_V3V401508,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas
ASV_V3V401510,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,
ASV_V3V401511,Bacteria,Chloroflexi,Anaerolineae,SBR1031,,
ASV_V3V401512,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,Oceanirhabdus
ASV_V3V401514,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
ASV_V3V401515,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
ASV_V3V401516,Bacteria,Nitrospirae,4-29-1,,,
ASV_V3V401517,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Candidatus_Thiobios
ASV_V3V401519,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminiclostridium_1
ASV_V3V401521,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodovibrionales,Kiloniellaceae,
ASV_V3V401522,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium
ASV_V3V401524,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cyclobacteriaceae,
ASV_V3V401525,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cyclobacteriaceae,
ASV_V3V401526,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Sva0081_sediment_group
ASV_V3V401527,Bacteria,Proteobacteria,Gammaproteobacteria,Ectothiorhodospirales,,
ASV_V3V401528,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Woeseiaceae,Woeseia
ASV_V3V401529,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,
ASV_V3V401530,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfobulbus
ASV_V3V401531,Bacteria,Gemmatimonadetes,Longimicrobia,Longimicrobiales,Longimicrobiaceae,
ASV_V3V401532,Bacteria,Acidobacteria,Subgroup_21,,,
ASV_V3V401535,Bacteria,Proteobacteria,Deltaproteobacteria,,,
ASV_V3V401536,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Sva0081_sediment_group
ASV_V3V401537,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Spirochaeta_2
ASV_V3V401538,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,,
ASV_V3V401539,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
ASV_V3V401540,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Luteolibacter
ASV_V3V401541,Bacteria,Planctomycetes,,,,
ASV_V3V401542,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Hymenobacteraceae,Pontibacter
ASV_V3V401544,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella
ASV_V3V401545,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfotignum
ASV_V3V401546,Bacteria,Proteobacteria,Gammaproteobacteria,Nitrosococcales,Nitrosococcaceae,Inmirania
ASV_V3V401547,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,
ASV_V3V401550,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Sva0081_sediment_group
ASV_V3V401551,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Spirochaeta_2
ASV_V3V401552,Bacteria,Actinobacteria,RBG-16-55-12,,,
ASV_V3V401554,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,
ASV_V3V401555,Bacteria,Acidobacteria,Holophagae,Subgroup_7,,
ASV_V3V401556,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,
ASV_V3V401557,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,
ASV_V3V401560,Bacteria,Acidobacteria,Holophagae,Subgroup_7,,
ASV_V3V401561,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,
ASV_V3V401562,Bacteria,Gemmatimonadetes,BD2-11_terrestrial_group,,,
ASV_V3V401564,Bacteria,Actinobacteria,Acidimicrobiia,Actinomarinales,,
ASV_V3V401565,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_Incertae_Sedis,Unknown_Family,
ASV_V3V401566,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,Parahaliea
ASV_V3V401567,Bacteria,Chloroflexi,Anaerolineae,SBR1031,,
ASV_V3V401568,Bacteria,Planctomycetes,Pla4_lineage,,,
ASV_V3V401569,Bacteria,Proteobacteria,Alphaproteobacteria,,,
ASV_V3V401570,Bacteria,Gemmatimonadetes,BD2-11_terrestrial_group,,,
ASV_V3V401574,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidetes_BD2-2,
ASV_V3V401575,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,
ASV_V3V401576,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,Halioglobus
ASV_V3V401577,Bacteria,Acidobacteria,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Subgroup_10
ASV_V3V401579,Bacteria,Proteobacteria,Gammaproteobacteria,Acidiferrobacterales,Acidiferrobacteraceae,Sulfurifustis
ASV_V3V401580,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Spirochaeta_2
ASV_V3V401583,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,
ASV_V3V401585,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Spirochaeta_2
ASV_V3V401586,Bacteria,Bacteroidetes,Rhodothermia,Rhodothermales,Rhodothermaceae,
ASV_V3V401588,Bacteria,Actinobacteria,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,Ilumatobacter
ASV_V3V401589,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methyloligellaceae,Methyloceanibacter
ASV_V3V401591,Bacteria,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria_Incertae_Sedis,Unknown_Family,Deferrisoma
ASV_V3V401592,Bacteria,Proteobacteria,Gammaproteobacteria,KI89A_clade,,
ASV_V3V401594,Bacteria,Acidobacteria,Aminicenantia,Aminicenantales,,
ASV_V3V401595,Bacteria,Chloroflexi,Anaerolineae,SBR1031,,
ASV_V3V401597,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Pir4_lineage
ASV_V3V401598,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophaceae,Desulfobacca
ASV_V3V401599,Bacteria,Nitrospirae,Thermodesulfovibrionia,,,
ASV_V3V401600,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Ammoniphilus
ASV_V3V401602,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidetes_vadinHA17,
ASV_V3V401604,Bacteria,Patescibacteria,ABY1,Candidatus_Uhrbacteria,,
ASV_V3V401605,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodovibrionales,Kiloniellaceae,Pelagibius
ASV_V3V401606,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,SEEP-SRB1
ASV_V3V401607,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,Desulfovirga
ASV_V3V401611,Bacteria,Acidobacteria,Aminicenantia,Aminicenantales,,
ASV_V3V401615,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,
ASV_V3V401617,Bacteria,Gemmatimonadetes,MD2902-B12,,,
ASV_V3V401618,Bacteria,Chloroflexi,Dehalococcoidia,MSBL5,,
ASV_V3V401619,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324_clade(Marine_group_B),,
ASV_V3V401621,Bacteria,Proteobacteria,Gammaproteobacteria,EPR3968-O8a-Bc78,,
ASV_V3V401622,Bacteria,Schekmanbacteria,,,,
ASV_V3V401623,Bacteria,,,,,
ASV_V3V401626,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,
ASV_V3V401627,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae,Geothermobacter
ASV_V3V401630,Bacteria,Chloroflexi,Dehalococcoidia,GIF3,,
ASV_V3V401631,Bacteria,Chloroflexi,Anaerolineae,Ardenticatenales,,
ASV_V3V401632,Bacteria,Chloroflexi,Anaerolineae,,,
ASV_V3V401635,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Magnetospiraceae,
ASV_V3V401636,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,
ASV_V3V401637,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,
ASV_V3V401639,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,
ASV_V3V401641,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,MSBL7
ASV_V3V401642,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,SB-5,
ASV_V3V401644,Bacteria,Chloroflexi,Anaerolineae,SBR1031,,
ASV_V3V401645,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,
ASV_V3V401646,Bacteria,Gemmatimonadetes,BD2-11_terrestrial_group,,,
ASV_V3V401647,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,SEEP-SRB1
ASV_V3V401648,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,,
ASV_V3V401649,Bacteria,Firmicutes,Bacilli,Bacillales,Alicyclobacillaceae,Tumebacillus
ASV_V3V401650,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae,Geothermobacter
ASV_V3V401652,Bacteria,Proteobacteria,Gammaproteobacteria,,,
ASV_V3V401656,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,
ASV_V3V401657,Bacteria,LCP-89,,,,
ASV_V3V401660,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Candidatus_Thiobios
ASV_V3V401661,Bacteria,Cyanobacteria,Oxyphotobacteria,Synechococcales,Cyanobiaceae,Cyanobium_PCC-6307
ASV_V3V401662,Bacteria,Gemmatimonadetes,BD2-11_terrestrial_group,,,
ASV_V3V401663,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,
ASV_V3V401664,Bacteria,Gemmatimonadetes,Longimicrobia,Longimicrobiales,Longimicrobiaceae,
ASV_V3V401666,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodovibrionales,Kiloniellaceae,Pelagibius
ASV_V3V401667,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,
ASV_V3V401668,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prolixibacteraceae,
ASV_V3V401669,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_Incertae_Sedis,Unknown_Family,
ASV_V3V401670,Bacteria,Calditrichaeota,Calditrichia,Calditrichales,Calditrichaceae,Calorithrix
ASV_V3V401671,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Woeseiaceae,Woeseia
ASV_V3V401673,Bacteria,Proteobacteria,Gammaproteobacteria,Ectothiorhodospirales,Thioalkalispiraceae,Thioalkalispira
ASV_V3V401674,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,,
ASV_V3V401676,Bacteria,Chloroflexi,Anaerolineae,SBR1031,,
ASV_V3V401677,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_3,Clostridiisalibacter
ASV_V3V401679,Bacteria,Chloroflexi,Anaerolineae,SBR1031,,
ASV_V3V401680,Bacteria,Proteobacteria,Gammaproteobacteria,,,
ASV_V3V401681,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Cryomorphaceae,Cryomorpha
ASV_V3V401683,Bacteria,Zixibacteria,,,,
ASV_V3V401685,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfarculales,Desulfarculaceae,Desulfatiglans
ASV_V3V401686,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Sva0081_sediment_group
ASV_V3V401687,Bacteria,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Thiovulaceae,Sulfurimonas
ASV_V3V401688,Bacteria,Acidobacteria,Blastocatellia_(Subgroup_4),11-24,,
ASV_V3V401690,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophaceae,Desulfomonile
ASV_V3V401692,Bacteria,Chloroflexi,Dehalococcoidia,GIF9,AB-539-J10,SCGC-AB-539-J10
ASV_V3V401693,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfarculales,Desulfarculaceae,Desulfatiglans
ASV_V3V401694,Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,Micavibrionaceae,
ASV_V3V401699,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,
ASV_V3V401700,Bacteria,Patescibacteria,Gracilibacteria,,,
ASV_V3V401701,Bacteria,Calditrichaeota,Calditrichia,Calditrichales,Calditrichaceae,
ASV_V3V401702,Bacteria,Acidobacteria,Subgroup_18,,,
ASV_V3V401703,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas
ASV_V3V401704,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Anaerobacillus
ASV_V3V401706,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Haliangiaceae,Haliangium
ASV_V3V401707,Bacteria,Chloroflexi,Anaerolineae,SBR1031,,
ASV_V3V401708,Bacteria,Proteobacteria,Alphaproteobacteria,Tistrellales,Geminicoccaceae,
ASV_V3V401710,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Marinobacteraceae,Marinobacter
ASV_V3V401711,Bacteria,Chloroflexi,Anaerolineae,SBR1031,,
ASV_V3V401712,Bacteria,Actinobacteria,Actinobacteria,Streptosporangiales,Thermomonosporaceae,Actinomadura
ASV_V3V401714,Bacteria,Zixibacteria,,,,
ASV_V3V401715,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Marinifilaceae,
ASV_V3V401716,Bacteria,Latescibacteria,,,,
ASV_V3V401718,Bacteria,Chloroflexi,Anaerolineae,SBR1031,,
ASV_V3V401719,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,
ASV_V3V401721,Bacteria,Acidobacteria,Acidobacteriia,Solibacterales,Solibacteraceae_(Subgroup_3),Paludibaculum
ASV_V3V401722,Bacteria,Verrucomicrobia,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,ADurb.Bin063-1
ASV_V3V401723,Bacteria,Tenericutes,Mollicutes,Haloplasmatales,Haloplasmataceae,Haloplasma
ASV_V3V401724,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfobulbus
ASV_V3V401726,Bacteria,Acidobacteria,Acidobacteriia,Solibacterales,Solibacteraceae_(Subgroup_3),GOUTB8
ASV_V3V401730,Bacteria,Proteobacteria,Gammaproteobacteria,,,
ASV_V3V401731,Bacteria,Calditrichaeota,Calditrichia,Calditrichales,Calditrichaceae,
ASV_V3V401733,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,
ASV_V3V401735,Bacteria,,,,,
ASV_V3V401736,Bacteria,Actinobacteria,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,
ASV_V3V401738,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Gallionellaceae,Sideroxydans
ASV_V3V401739,Bacteria,Chloroflexi,Anaerolineae,SBR1031,,
ASV_V3V401740,Bacteria,Planctomycetes,Pla3_lineage,,,
ASV_V3V401741,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Marinilabiliaceae,
ASV_V3V401742,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Luteolibacter
ASV_V3V401743,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophaceae,Desulfobacca
ASV_V3V401744,Bacteria,Chloroflexi,Anaerolineae,SBR1031,,
ASV_V3V401746,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Sva0081_sediment_group
ASV_V3V401747,Bacteria,Proteobacteria,Gammaproteobacteria,KI89A_clade,,
ASV_V3V401751,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodovibrionales,Kiloniellaceae,Pelagibius
ASV_V3V401753,Bacteria,,,,,
ASV_V3V401755,Bacteria,Acidobacteria,Subgroup_9,,,
ASV_V3V401756,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidetes_BD2-2,
ASV_V3V401757,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,
ASV_V3V401758,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Terasakiellaceae,
ASV_V3V401759,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,
ASV_V3V401761,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,,
ASV_V3V401762,Bacteria,Halanaerobiaeota,Halanaerobiia,Halanaerobiales,Halanaerobiaceae,Halanaerobium
ASV_V3V401763,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,
ASV_V3V401768,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Sva0081_sediment_group
ASV_V3V401769,Bacteria,Patescibacteria,ABY1,Candidatus_Falkowbacteria,,
ASV_V3V401770,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,
ASV_V3V401773,Bacteria,Proteobacteria,Alphaproteobacteria,,,
ASV_V3V401776,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Cetobacterium
ASV_V3V401778,Bacteria,Patescibacteria,ABY1,,,
ASV_V3V401781,Bacteria,Chloroflexi,Anaerolineae,SBR1031,,
ASV_V3V401782,Bacteria,Acidobacteria,Subgroup_15,,,
ASV_V3V401783,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfonatronobacter
ASV_V3V401785,Bacteria,Verrucomicrobia,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,Limisphaera
ASV_V3V401787,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae,Geobacter
ASV_V3V401788,Bacteria,Cyanobacteria,Oxyphotobacteria,Nostocales,Xenococcaceae,Pleurocapsa_PCC-7319
ASV_V3V401789,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfarculales,Desulfarculaceae,Desulfatiglans
ASV_V3V401790,Bacteria,Acidobacteria,Aminicenantia,Aminicenantales,,
ASV_V3V401791,Bacteria,Calditrichaeota,Calditrichia,Calditrichales,Calditrichaceae,Calorithrix
ASV_V3V401792,Bacteria,Nitrospirae,BMS9AB35,,,
ASV_V3V401793,Bacteria,Bacteroidetes,Rhodothermia,Balneolales,Balneolaceae,
ASV_V3V401794,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae,Geothermobacter
ASV_V3V401797,Bacteria,Acidobacteria,Subgroup_9,,,
ASV_V3V401798,Bacteria,Chloroflexi,Anaerolineae,SBR1031,,
ASV_V3V401801,Bacteria,Proteobacteria,Gammaproteobacteria,pItb-vmat-80,,
ASV_V3V401802,Bacteria,Proteobacteria,Gammaproteobacteria,Ectothiorhodospirales,Ectothiorhodospiraceae,Halofilum
ASV_V3V401803,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfarculales,Desulfarculaceae,Desulfatiglans
ASV_V3V401804,Bacteria,Patescibacteria,ABY1,Candidatus_Magasanikbacteria,,
ASV_V3V401806,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Candidatus_Electrothrix
ASV_V3V401809,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfarculales,Desulfarculaceae,Desulfatiglans
ASV_V3V401810,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Sva1033,
ASV_V3V401812,Bacteria,Patescibacteria,ABY1,Candidatus_Kerfeldbacteria,,
ASV_V3V401813,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_3,Sporosalibacterium
ASV_V3V401814,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,
ASV_V3V401817,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Spirochaeta_2
ASV_V3V401819,Bacteria,Bacteroidetes,Ignavibacteria,Ignavibacteriales,Ignavibacteriaceae,Ignavibacterium
ASV_V3V401820,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella
ASV_V3V401821,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324_clade(Marine_group_B),,
ASV_V3V401822,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
ASV_V3V401823,Bacteria,Patescibacteria,ABY1,Candidatus_Falkowbacteria,,
ASV_V3V401824,Bacteria,Gemmatimonadetes,S0134_terrestrial_group,,,
ASV_V3V401826,Bacteria,Cyanobacteria,Oxyphotobacteria,Nostocales,Rubidibacteraceae,Rubidibacter_KORDI_51-2
ASV_V3V401828,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas
ASV_V3V401830,Bacteria,Tenericutes,Mollicutes,Haloplasmatales,Haloplasmataceae,Haloplasma
ASV_V3V401832,Bacteria,LCP-89,,,,
ASV_V3V401835,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sandaracinaceae,
ASV_V3V401837,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Desulfuromonadaceae,Pelobacter
ASV_V3V401843,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,
ASV_V3V401847,Bacteria,Proteobacteria,Gammaproteobacteria,Ectothiorhodospirales,Thioalkalispiraceae,
ASV_V3V401848,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Candidatus_Thiobios
ASV_V3V401850,Bacteria,Calditrichaeota,Calditrichia,Calditrichales,Calditrichaceae,
ASV_V3V401851,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,
ASV_V3V401852,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfopila
ASV_V3V401856,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,
ASV_V3V401857,Bacteria,Modulibacteria,Moduliflexia,Moduliflexales,Moduliflexaceae,Candidatus_Moduliflexus
ASV_V3V401860,Bacteria,Proteobacteria,Alphaproteobacteria,Tistrellales,Geminicoccaceae,
ASV_V3V401861,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,
ASV_V3V401862,Bacteria,Proteobacteria,Deltaproteobacteria,DTB120,,
ASV_V3V401863,Bacteria,Proteobacteria,Gammaproteobacteria,,,
ASV_V3V401865,Bacteria,Bacteroidetes,Ignavibacteria,SJA-28,,
ASV_V3V401867,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Marinilabiliaceae,
ASV_V3V401868,Bacteria,Proteobacteria,Deltaproteobacteria,NB1-j,,
ASV_V3V401869,Bacteria,Chloroflexi,Dehalococcoidia,MSBL5,,
ASV_V3V401870,Bacteria,Gemmatimonadetes,BD2-11_terrestrial_group,,,
ASV_V3V401871,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfobulbus
ASV_V3V401873,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,
ASV_V3V401877,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Oceanospirillum
ASV_V3V401879,Bacteria,Bacteroidetes,Ignavibacteria,Ignavibacteriales,PHOS-HE36,
ASV_V3V401881,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,BD2-7,
ASV_V3V401882,Bacteria,Cyanobacteria,Oxyphotobacteria,Synechococcales,Cyanobiaceae,Cyanobium_PCC-6307
ASV_V3V401883,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prolixibacteraceae,
ASV_V3V401885,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,
ASV_V3V401887,Bacteria,Patescibacteria,ABY1,Candidatus_Buchananbacteria,,
ASV_V3V401888,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Spirochaeta_2
ASV_V3V401889,Bacteria,Acidobacteria,Aminicenantia,Aminicenantales,,
ASV_V3V401891,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,SEEP-SRB1
ASV_V3V401895,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseovarius
ASV_V3V401896,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,
ASV_V3V401897,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfotignum
ASV_V3V401902,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,
ASV_V3V401903,Bacteria,Omnitrophicaeota,,,,
ASV_V3V401905,Bacteria,Planctomycetes,Phycisphaerae,MSBL9,SG8-4,
ASV_V3V401906,Bacteria,Acidobacteria,Aminicenantia,Aminicenantales,,
ASV_V3V401907,Bacteria,Chloroflexi,Anaerolineae,,,
ASV_V3V401908,Bacteria,Calditrichaeota,Calditrichia,Calditrichales,Calditrichaceae,
ASV_V3V401910,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Porticoccaceae,Porticoccus
ASV_V3V401911,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,
ASV_V3V401920,Bacteria,Acidobacteria,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Subgroup_10
